# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SDH3	YKL141W	YKL141W	protein_coding	0	26	4	848	0	0	0	0	441	0	0	0	4	0	0	0	0	0	0	0	0	26	407
SDH4	YDR178W	YDR178W	protein_coding	0	22	3	890	0	0	0	0	413	0	0	0	3	0	0	0	0	0	0	0	0	22	477
SDL1	YIL167W	YIL167W	pseudogene	0	0	0	724	0	0	0	0	367	0	0	0	0	66	0	0	0	0	0	0	0	0	291
SDO1	YLR022C	YLR022C	protein_coding	0	79	23	1109	0	0	0	0	561	0	0	0	23	0	0	0	0	0	0	0	0	79	548
SDP1	YIL113W	YIL113W	protein_coding	0	61	47	469	0	0	0	0	356	0	0	0	47	0	0	0	0	0	0	0	0	61	113
SDS22	YKL193C	YKL193C	protein_coding	0	97	16	676	0	0	0	0	324	0	0	0	16	0	0	0	0	0	0	0	0	97	352
SDS23	YGL056C	YGL056C	protein_coding	1	177	50	664	0	0	0	0	461	0	0	0	50	0	0	0	0	0	1	0	0	177	203
SDS24	YBR214W	YBR214W	protein_coding	0	144	9	911	0	0	0	0	412	0	0	0	9	0	0	0	0	0	0	0	0	144	499
SDS3	YIL084C	YIL084C	protein_coding	0	119	27	970	0	0	0	0	538	0	0	0	27	0	0	0	0	0	0	0	0	119	432
SDT1	YGL224C	YGL224C	protein_coding	1	95	28	811	0	0	0	0	156	0	0	0	28	0	0	0	0	0	1	0	0	95	655
SEA4	YBL104C	YBL104C	protein_coding	2	312	64	985	0	0	0	0	554	0	0	0	64	0	0	0	0	0	2	0	0	312	431
SEC1	YDR164C	YDR164C	protein_coding	0	252	57	1199	0	0	0	0	514	0	0	0	57	0	0	0	0	0	0	0	0	252	685
SEC10	YLR166C	YLR166C	protein_coding	0	207	56	644	0	0	0	0	324	0	0	0	56	0	0	0	0	0	0	0	0	207	320
SEC11	YIR022W	YIR022W	protein_coding	0	52	9	796	0	0	0	0	620	0	0	0	9	0	0	0	0	0	0	0	0	52	176
SEC12	YNR026C	YNR026C	protein_coding	0	128	37	997	0	0	0	0	563	0	0	0	37	0	0	0	0	0	0	0	0	128	434
SEC13	YLR208W	YLR208W	protein_coding	0	70	6	793	0	0	0	0	302	0	0	0	6	0	0	0	0	0	0	0	0	70	491
SEC14	YMR079W	YMR079W	protein_coding	0	73	8	775	0	0	0	0	373	0	0	0	8	0	0	0	0	0	0	0	0	73	402
SEC15	YGL233W	YGL233W	protein_coding	0	287	101	920	0	0	0	0	396	0	0	0	101	0	0	0	0	0	0	0	0	287	524
SEC16	YPL085W	YPL085W	protein_coding	0	361	227	928	0	0	0	0	508	0	0	0	227	0	0	0	0	0	0	0	0	361	420
SEC17	YBL050W	YBL050W	protein_coding	0	101	10	703	0	0	0	0	304	0	0	0	10	0	0	0	0	0	0	0	0	101	399
SEC18	YBR080C	YBR080C	protein_coding	0	218	20	897	0	0	0	0	453	0	0	0	20	0	0	0	0	0	0	0	0	218	444
SEC2	YNL272C	YNL272C	protein_coding	0	179	62	1164	0	0	0	0	573	0	0	0	62	0	0	0	0	0	0	0	0	179	591
SEC20	YDR498C	YDR498C	protein_coding	0	48	13	993	0	0	0	0	558	0	0	0	13	0	0	0	0	0	0	0	0	48	435
SEC21	YNL287W	YNL287W	protein_coding	0	315	43	408	0	0	0	0	108	0	0	0	43	0	0	0	0	0	0	0	0	315	300
SEC22	YLR268W	YLR268W	protein_coding	0	59	2	837	0	0	0	0	322	0	0	0	2	0	0	0	0	0	0	0	0	59	515
SEC23	YPR181C	YPR181C	protein_coding	0	163	7	1003	0	0	0	0	604	0	0	0	7	0	0	0	0	0	0	0	0	163	399
SEC24	YIL109C	YIL109C	protein_coding	0	265	36	1048	0	0	0	0	540	0	0	0	36	0	0	0	0	0	0	0	0	265	508
SEC26	YDR238C	YDR238C	protein_coding	0	302	48	642	0	0	0	0	317	0	0	0	48	0	0	0	0	0	0	0	0	302	325
SEC27	YGL137W	YGL137W	protein_coding	0	250	31	608	0	0	0	0	291	0	0	2	31	0	0	0	0	0	0	0	0	250	315
SEC28	YIL076W	YIL076W	protein_coding	0	65	22	735	0	0	0	0	421	0	0	0	22	0	0	0	0	0	0	0	0	65	314
SEC3	YER008C	YER008C	protein_coding	1	434	152	718	0	0	0	0	459	0	0	0	152	0	0	0	0	0	1	0	0	434	259
SEC31	YDL195W	YDL195W	protein_coding	0	338	124	759	0	0	0	0	459	0	0	0	124	0	0	0	0	0	0	0	0	338	300
SEC39	YLR440C	YLR440C	protein_coding	0	96	74	654	0	0	0	0	251	0	0	0	74	0	0	0	0	0	0	0	0	96	403
SEC4	YFL005W	YFL005W	protein_coding	0	63	4	1205	0	0	0	0	570	0	0	0	4	0	0	0	0	0	0	0	0	63	635
SEC5	YDR166C	YDR166C	protein_coding	0	342	109	1066	0	0	0	0	549	0	0	0	109	0	0	0	0	0	0	0	0	342	517
SEC53	YFL045C	YFL045C	protein_coding	0	62	10	1061	0	0	0	0	576	0	0	0	10	0	0	0	0	0	0	0	0	62	485
SEC59	YMR013C	YMR013C	protein_coding	1	39	32	941	0	0	0	0	583	0	0	0	32	0	0	0	0	0	1	0	0	39	358
SEC6	YIL068C	YIL068C	protein_coding	0	253	36	897	0	0	0	0	328	0	0	0	36	0	0	0	0	0	0	0	0	253	569
SEC61	YLR378C	YLR378C	protein_coding	0	160	7	775	0	0	0	0	452	0	0	0	7	0	0	0	0	0	0	0	0	160	323
SEC62	YPL094C	YPL094C	protein_coding	0	58	19	977	0	0	0	0	642	0	0	0	19	0	0	0	1	0	0	0	1	57	335
SEC63	YOR254C	YOR254C	protein_coding	0	228	83	998	0	0	0	0	604	0	0	0	83	0	0	0	0	0	0	0	0	228	394
SEC65	YML105C	YML105C	protein_coding	0	75	23	945	0	0	0	0	335	0	0	0	23	0	0	0	0	0	0	0	0	75	610
SEC66	YBR171W	YBR171W	protein_coding	0	75	9	929	0	0	0	0	413	0	0	0	9	0	0	0	0	0	0	0	0	75	516
SEC7	YDR170C	YDR170C	protein_coding	0	597	104	383	1	1	0	1	293	0	0	0	101	0	0	0	0	0	0	0	0	597	90
SEC72	YLR292C	YLR292C	protein_coding	0	49	3	757	0	0	0	0	450	0	0	0	3	0	0	0	0	0	0	0	0	49	307
SEC8	YPR055W	YPR055W	protein_coding	0	306	80	1268	0	0	0	0	607	0	0	0	80	0	0	0	0	0	0	0	0	306	661
SEC9	YGR009C	YGR009C	protein_coding	0	122	41	567	1	0	0	0	257	0	0	0	40	0	0	0	0	0	0	0	0	122	310
SED1	YDR077W	YDR077W	protein_coding	0	47	5	723	0	0	0	0	360	0	0	0	5	0	0	0	0	0	0	0	0	47	363
SED4	YCR067C	YCR067C	protein_coding	0	128	48	550	1	0	0	0	332	0	0	0	47	0	0	0	0	0	0	0	0	128	218
SED5	YLR026C	YLR026C	protein_coding	0	95	42	867	0	0	0	0	518	0	0	0	42	0	0	0	0	0	0	0	0	95	349
SEE1	YIL064W	YIL064W	protein_coding	0	78	30	832	0	0	0	0	297	0	0	0	30	0	0	0	0	0	0	0	0	78	535
SEF1	YBL066C	YBL066C	protein_coding	0	293	87	909	0	0	0	0	455	0	0	0	87	0	0	0	0	0	0	0	0	293	454
SEH1	YGL100W	YGL100W	protein_coding	0	124	21	688	0	0	0	0	284	0	0	0	21	0	0	0	0	0	0	0	0	124	404
SEM1	YDR363W-A	YDR363W-A	protein_coding	0	19	7	702	0	0	0	0	405	0	0	0	7	0	0	0	0	0	0	0	0	19	297
SEN1	YLR430W	YLR430W	protein_coding	1	578	145	928	0	0	0	0	413	0	0	0	145	0	0	0	0	0	1	0	0	578	515
SEN15	YMR059W	YMR059W	protein_coding	0	18	6	1076	0	0	0	0	583	0	0	0	6	0	0	0	0	0	0	0	0	18	493
SEN2	YLR105C	YLR105C	protein_coding	0	129	53	1053	0	0	0	0	578	0	0	0	53	0	0	0	0	0	0	0	0	129	475
SEN34	YAR008W	YAR008W	protein_coding	0	54	32	462	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	54	462
SEN54	YPL083C	YPL083C	protein_coding	0	59	27	1122	1	0	0	0	537	0	0	0	26	0	0	0	0	0	0	0	0	59	585
SEO1	YAL067C	YAL067C	protein_coding	3	174	78	253	0	0	0	0	110	0	0	0	78	0	0	0	0	0	3	0	0	174	143
SER1	YOR184W	YOR184W	protein_coding	0	136	26	607	0	0	0	0	269	0	0	0	26	0	0	0	0	0	0	0	0	136	338
SER2	YGR208W	YGR208W	protein_coding	0	113	49	926	0	0	0	0	422	0	0	0	49	0	0	0	0	0	0	0	0	113	504
SER3	YER081W	YER081W	protein_coding	0	177	17	798	0	0	0	0	481	0	0	0	17	0	0	0	0	0	0	0	0	177	317
SER33	YIL074C	YIL074C	protein_coding	0	54	9	1083	0	0	0	0	449	0	0	0	9	0	0	0	0	0	0	0	0	54	634
SES1	YDR023W	YDR023W	protein_coding	0	127	21	659	0	0	0	0	350	0	0	0	21	0	0	0	0	0	0	0	0	127	309
SET1	YHR119W	YHR119W	protein_coding	1	251	121	918	0	0	0	0	514	0	0	0	121	0	0	0	0	0	1	0	0	251	404
SET2	YJL168C	YJL168C	protein_coding	0	215	65	971	0	0	0	0	418	0	0	0	65	0	0	0	0	0	0	0	0	215	553
SET3	YKR029C	YKR029C	protein_coding	0	176	127	1080	0	0	0	0	496	0	0	0	127	0	0	0	0	0	0	0	0	176	584
SET4	YJL105W	YJL105W	protein_coding	0	115	66	626	0	0	0	0	315	0	0	0	66	0	0	0	0	0	0	0	0	115	311
SET5	YHR207C	YHR207C	protein_coding	0	172	50	734	0	0	0	0	462	0	0	0	50	0	0	0	0	0	0	0	0	172	272
SET6	YPL165C	YPL165C	protein_coding	1	100	54	701	0	0	0	0	400	0	0	0	54	0	0	0	1	0	1	0	1	99	301
SEY1	YOR165W	YOR165W	protein_coding	0	175	53	730	0	0	0	0	396	0	0	0	53	0	0	0	0	0	0	0	0	175	334
SFA1	YDL168W	YDL168W	protein_coding	0	122	25	936	0	0	0	0	544	0	0	0	25	0	0	0	0	0	0	0	0	122	392
SFB2	YNL049C	YNL049C	protein_coding	3	240	87	1081	0	0	0	0	467	0	0	0	87	0	0	0	0	0	3	0	0	240	614
SFB3	YHR098C	YHR098C	protein_coding	1	317	60	781	0	0	0	0	191	0	0	0	60	0	0	0	0	0	1	0	0	317	590
SFC1	YJR095W	YJR095W	protein_coding	0	72	10	604	0	0	0	0	387	0	0	0	10	0	0	0	0	0	0	0	0	72	217
SFG1	YOR315W	YOR315W	protein_coding	0	93	36	499	0	0	0	0	243	0	0	0	36	0	0	0	0	0	0	0	0	93	256
SFH1	YLR321C	YLR321C	protein_coding	0	135	33	717	0	0	0	0	464	0	0	0	33	0	0	0	0	0	0	0	0	135	253
SFH5	YJL145W	YJL145W	protein_coding	1	72	20	626	0	0	0	0	345	0	0	0	20	0	0	0	0	0	1	0	0	72	281
SFI1	YLL003W	YLL003W	protein_coding	2	175	118	1003	0	0	0	0	472	0	0	0	118	0	0	0	0	0	2	0	0	175	531
SFK1	YKL051W	YKL051W	protein_coding	0	64	18	420	0	0	0	0	181	0	0	0	18	0	0	0	0	0	0	0	0	64	239
SFL1	YOR140W	YOR140W	protein_coding	0	155	66	917	0	0	0	0	543	0	0	0	66	0	0	0	0	0	0	0	0	155	374
SFP1	YLR403W	YLR403W	protein_coding	0	141	50	739	0	0	0	0	342	0	0	0	50	0	0	0	0	0	0	0	0	141	397
SFT1	YKL006C-A	YKL006C-A	protein_coding	0	0	0	817	0	0	0	0	551	0	0	3	0	0	0	0	0	0	0	0	0	0	263
SFT2	YBL102W	YBL102W	protein_coding	0	80	12	856	0	0	0	0	357	0	0	0	12	0	0	0	0	0	0	0	0	80	499
SGA1	YIL099W	YIL099W	protein_coding	1	106	51	720	0	0	0	0	571	0	0	0	51	0	0	0	0	0	1	0	0	106	149
SGD1	YLR336C	YLR336C	protein_coding	2	235	120	269	0	0	0	0	156	0	0	0	120	0	0	0	0	0	2	0	0	235	113
SGE1	YPR198W	YPR198W	protein_coding	0	95	41	449	0	0	0	0	213	0	0	0	41	0	0	0	0	0	0	0	0	95	236
SGF11	YPL047W	YPL047W	protein_coding	0	10	5	808	0	0	0	0	517	0	0	0	5	0	0	0	0	0	0	0	0	10	291
SGF29	YCL010C	YCL010C	protein_coding	0	70	24	718	0	0	0	0	337	0	0	0	24	0	0	0	0	0	0	0	0	70	381
SGF73	YGL066W	YGL066W	protein_coding	0	116	33	833	0	0	1	0	509	0	0	0	32	0	0	0	0	0	0	0	0	116	324
SGM1	YJR134C	YJR134C	protein_coding	1	126	78	966	0	0	0	0	540	0	0	0	78	0	0	0	0	0	1	0	0	126	426
SGN1	YIR001C	YIR001C	protein_coding	2	44	23	846	0	0	0	0	493	0	0	0	23	0	0	0	0	0	2	0	0	44	353
SGO1	YOR073W	YOR073W	protein_coding	0	60	23	357	0	0	0	0	305	0	0	0	23	0	0	0	0	0	0	0	0	60	52
SGS1	YMR190C	YMR190C	protein_coding	2	324	106	648	0	0	0	0	440	0	0	0	106	0	0	0	0	0	2	0	0	324	208
SGT1	YOR057W	YOR057W	protein_coding	0	58	41	680	0	0	0	0	306	0	0	0	41	0	0	0	0	0	0	0	0	58	374
SGT2	YOR007C	YOR007C	protein_coding	0	113	32	724	0	0	0	0	522	0	0	0	32	0	0	0	0	0	0	0	0	113	202
SGV1	YPR161C	YPR161C	protein_coding	0	181	68	750	0	0	0	0	330	0	0	0	68	0	0	0	0	0	0	0	0	181	420
SHB17	YKR043C	YKR043C	protein_coding	0	72	12	646	0	0	0	0	276	0	0	0	12	0	0	0	0	0	0	0	0	72	370
SHC1	YER096W	YER096W	protein_coding	1	76	43	673	0	0	0	0	221	0	0	0	43	0	0	0	0	0	1	0	0	76	452
SHE1	YBL031W	YBL031W	protein_coding	0	102	71	694	0	0	0	0	343	0	0	0	71	0	0	0	0	0	0	0	0	102	351
SHE10	YGL228W	YGL228W	protein_coding	0	114	51	627	0	0	0	0	273	0	0	0	51	0	0	0	0	0	0	0	0	114	354
SHE2	YKL130C	YKL130C	protein_coding	0	82	22	867	0	0	0	0	511	0	0	0	22	0	0	0	0	0	0	0	0	82	356
SHE3	YBR130C	YBR130C	protein_coding	1	78	38	899	0	0	0	0	401	0	0	0	38	0	0	0	0	0	1	0	0	78	498
SHE4	YOR035C	YOR035C	protein_coding	1	235	112	1069	0	0	0	0	521	0	0	0	112	0	0	0	0	0	1	0	0	235	548
SHE9	YDR393W	YDR393W	protein_coding	0	89	27	815	0	0	0	0	522	0	0	0	27	0	0	0	0	0	0	0	0	89	293
SHG1	YBR258C	YBR258C	protein_coding	0	36	22	979	0	0	0	0	518	0	0	0	22	0	0	0	1	0	0	0	1	35	461
SHM1	YBR263W	YBR263W	protein_coding	1	167	25	971	0	0	0	0	440	0	0	0	25	0	0	0	0	0	1	0	0	167	531
SHM2	YLR058C	YLR058C	protein_coding	0	93	7	663	0	0	0	0	253	0	0	0	7	0	0	0	0	0	0	0	0	93	410
SHO1	YER118C	YER118C	protein_coding	0	110	23	737	0	0	0	0	269	0	0	0	23	0	0	0	0	0	0	0	0	110	468
SHP1	YBL058W	YBL058W	protein_coding	0	74	40	683	0	0	0	0	361	0	0	0	40	0	0	0	0	0	0	0	0	74	322
SHQ1	YIL104C	YIL104C	protein_coding	0	158	69	815	0	0	0	0	496	0	0	0	69	0	0	0	0	0	0	0	0	158	319
SHR3	YDL212W	YDL212W	protein_coding	0	58	13	382	0	0	0	0	135	0	0	0	13	0	0	0	0	0	0	0	0	58	247
SHR5	YOL110W	YOL110W	protein_coding	0	38	19	997	0	0	0	0	455	0	0	0	19	0	0	0	0	0	0	0	0	38	542
SHS1	YDL225W	YDL225W	protein_coding	0	129	35	578	0	0	0	0	291	0	0	0	35	0	0	0	0	0	0	0	0	129	287
SHU1	YHL006C	YHL006C	protein_coding	0	3	2	860	0	0	0	0	444	0	0	0	2	0	0	0	0	0	0	0	0	3	416
SHU2	YDR078C	YDR078C	protein_coding	0	1	1	758	0	0	0	0	333	0	0	0	1	0	0	0	0	0	0	0	0	1	425
SHY1	YGR112W	YGR112W	protein_coding	0	81	26	848	0	0	0	0	515	0	0	0	26	0	0	0	0	0	0	0	0	81	333
SIA1	YOR137C	YOR137C	protein_coding	0	115	41	601	0	0	0	0	216	0	0	0	41	0	0	0	0	0	0	0	0	115	385
SIC1	YLR079W	YLR079W	protein_coding	1	51	47	719	0	1	0	1	353	0	0	0	46	0	0	0	0	0	1	0	0	51	366
SIF2	YBR103W	YBR103W	protein_coding	0	86	44	1032	0	0	0	0	389	0	0	0	44	0	0	0	0	0	0	0	0	86	643
SIL1	YOL031C	YOL031C	protein_coding	0	82	40	942	0	0	0	0	648	0	0	0	40	0	0	0	0	0	0	0	0	82	294
SIM1	YIL123W	YIL123W	protein_coding	1	50	11	849	0	0	3	0	302	1	0	0	8	0	0	0	0	0	0	0	0	50	547
SIN3	YOL004W	YOL004W	protein_coding	1	345	104	768	0	0	0	0	384	0	0	0	104	0	0	0	0	0	1	0	0	345	384
SIN4	YNL236W	YNL236W	protein_coding	1	340	69	641	0	0	0	0	222	0	0	0	69	0	0	0	1	0	1	0	1	339	419
SIP1	YDR422C	YDR422C	protein_coding	0	140	49	673	0	0	0	0	230	0	0	0	49	0	0	0	0	0	0	0	0	140	443
SIP18	YMR175W	YMR175W	protein_coding	0	0	0	368	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	208
SIP2	YGL208W	YGL208W	protein_coding	1	114	39	885	0	0	0	0	527	0	0	0	39	0	0	0	0	0	1	0	0	114	358
SIP3	YNL257C	YNL257C	protein_coding	3	375	135	867	0	0	0	0	405	0	0	0	135	0	0	0	0	0	3	0	0	375	462
SIP4	YJL089W	YJL089W	protein_coding	0	152	71	944	0	0	0	0	430	0	0	0	71	0	0	0	0	0	0	0	0	152	514
SIP5	YMR140W	YMR140W	protein_coding	1	166	67	595	0	0	0	0	169	0	0	0	67	0	0	0	0	0	1	0	0	166	426
SIR1	YKR101W	YKR101W	protein_coding	1	67	50	482	0	0	0	0	80	1	0	0	50	0	0	0	0	1	0	0	0	67	402
SIR2	YDL042C	YDL042C	protein_coding	0	161	39	343	0	0	0	0	237	0	0	0	39	0	0	0	0	0	0	0	0	161	106
SIR3	YLR442C	YLR442C	protein_coding	2	207	141	731	0	0	0	0	284	0	0	0	141	0	0	0	0	0	2	0	0	207	447
SIR4	YDR227W	YDR227W	protein_coding	0	32	56	530	0	0	0	0	349	0	0	0	56	0	0	0	0	0	0	0	0	32	181
SIS1	YNL007C	YNL007C	protein_coding	0	82	11	1000	0	1	0	0	613	0	0	0	10	0	0	0	0	0	0	0	0	82	387
SIS2	YKR072C	YKR072C	protein_coding	1	100	10	621	1	0	0	0	443	0	0	0	9	0	0	0	0	0	1	0	0	100	178
SIT1	YEL065W	YEL065W	protein_coding	0	217	35	657	0	0	0	0	445	0	0	0	35	0	0	0	0	0	0	0	0	217	212
SIT4	YDL047W	YDL047W	protein_coding	0	51	3	591	0	0	0	0	325	0	0	0	3	0	0	0	0	0	0	0	0	51	266
SIW14	YNL032W	YNL032W	protein_coding	1	86	25	448	0	0	0	0	317	0	0	0	25	0	0	0	0	0	1	0	0	86	131
SIZ1	YDR409W	YDR409W	protein_coding	0	95	29	999	0	0	0	0	369	0	0	0	29	0	0	0	0	0	0	0	0	95	630
SKG1	YKR100C	YKR100C	protein_coding	0	94	36	420	0	0	0	0	286	0	0	0	36	0	0	0	0	0	0	0	0	94	134
SKG3	YLR187W	YLR187W	protein_coding	0	156	65	804	0	0	0	0	489	0	0	0	65	0	0	0	0	0	0	0	0	156	315
SKG6	YHR149C	YHR149C	protein_coding	0	90	60	786	1	0	0	0	251	0	0	0	59	0	0	0	0	0	0	0	0	90	535
SKI2	YLR398C	YLR398C	protein_coding	1	434	119	979	0	0	0	0	566	0	0	0	119	0	0	0	0	0	1	0	0	434	413
SKI3	YPR189W	YPR189W	protein_coding	2	404	129	809	0	0	0	0	310	0	0	0	129	0	0	0	0	0	2	0	0	404	499
SKI6	YGR195W	YGR195W	protein_coding	0	86	4	645	0	0	0	0	294	0	0	0	4	0	0	0	0	0	0	0	0	86	351
SKI7	YOR076C	YOR076C	protein_coding	0	57	36	646	0	0	0	0	300	0	0	0	36	0	0	0	0	0	0	0	0	57	346
SKI8	YGL213C	YGL213C	protein_coding	1	78	22	827	0	0	0	0	410	0	0	0	22	0	0	0	0	0	1	0	0	78	417
SKM1	YOL113W	YOL113W	protein_coding	0	165	85	824	0	0	0	0	413	0	0	0	85	0	0	0	0	0	0	0	0	165	411
SKN1	YGR143W	YGR143W	protein_coding	0	175	44	336	0	0	0	0	185	0	0	0	44	0	0	0	0	0	0	0	0	175	151
SKN7	YHR206W	YHR206W	protein_coding	0	199	29	766	0	0	0	0	350	0	0	0	29	0	0	0	0	0	0	0	0	199	416
SKO1	YNL167C	YNL167C	protein_coding	1	157	99	787	0	1	0	0	347	0	0	0	98	0	0	0	0	0	1	0	0	157	440
SKP1	YDR328C	YDR328C	protein_coding	0	0	0	973	0	0	0	0	606	0	0	0	0	0	0	0	0	0	0	0	0	0	367
SKP2	YNL311C	YNL311C	protein_coding	0	226	57	875	0	0	0	0	510	0	0	0	57	0	0	0	0	0	0	0	0	226	365
SKS1	YPL026C	YPL026C	protein_coding	0	148	24	1036	1	0	0	0	576	0	0	0	23	0	0	0	0	0	0	0	0	148	460
SKT5	YBL061C	YBL061C	protein_coding	0	152	23	802	0	0	0	0	449	0	0	0	23	0	0	0	0	0	0	0	0	152	353
SKY1	YMR216C	YMR216C	protein_coding	0	207	51	901	0	0	0	0	414	0	0	0	51	0	0	0	0	0	0	0	0	207	487
SLA1	YBL007C	YBL007C	protein_coding	0	285	85	911	0	0	0	0	421	0	0	0	85	0	0	0	0	0	0	0	0	285	490
SLA2	YNL243W	YNL243W	protein_coding	0	276	50	1129	0	0	0	0	676	0	0	0	50	0	0	0	0	0	0	0	0	276	453
SLC1	YDL052C	YDL052C	protein_coding	0	67	12	584	0	0	0	0	231	0	0	0	12	0	0	0	0	0	0	0	0	67	353
SLD2	YKL108W	YKL108W	protein_coding	0	64	51	527	0	0	1	0	291	0	0	0	50	0	0	0	0	0	0	0	0	64	236
SLD3	YGL113W	YGL113W	protein_coding	0	154	81	1094	0	0	0	0	737	0	0	0	81	0	0	0	0	0	0	0	0	154	357
SLD5	YDR489W	YDR489W	protein_coding	0	74	18	718	0	0	0	0	340	0	0	0	18	0	0	0	0	0	0	0	0	74	378
SLD7	YOR060C	YOR060C	protein_coding	0	59	29	591	0	0	0	0	295	0	0	0	29	0	0	0	0	0	0	0	0	59	296
SLF1	YDR515W	YDR515W	protein_coding	0	33	27	940	0	0	0	0	544	0	0	0	27	0	0	0	0	0	0	0	0	33	396
SLG1	YOR008C	YOR008C	protein_coding	0	65	17	546	0	1	0	0	467	0	0	0	16	0	0	0	0	0	0	0	0	65	79
SLH1	YGR271W	YGR271W	protein_coding	0	576	148	967	0	0	0	0	516	0	0	0	148	0	0	0	0	0	0	0	0	576	451
SLI1	YGR212W	YGR212W	protein_coding	0	30	29	842	0	0	0	0	346	0	0	0	29	0	0	0	0	0	0	0	0	30	496
SLI15	YBR156C	YBR156C	protein_coding	0	137	82	709	0	0	0	0	385	0	0	0	82	0	0	0	0	0	0	0	0	137	324
SLK19	YOR195W	YOR195W	protein_coding	0	95	43	518	0	0	0	0	446	0	0	0	43	0	0	0	0	0	0	0	0	95	72
SLM1	YIL105C	YIL105C	protein_coding	0	220	34	913	0	0	0	0	491	0	0	0	34	0	0	0	0	0	0	0	0	220	422
SLM2	YNL047C	YNL047C	protein_coding	0	190	80	957	0	0	0	0	626	0	0	0	80	0	0	0	0	0	0	0	0	190	331
SLM3	YDL033C	YDL033C	protein_coding	0	0	1	587	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	576
SLM4	YBR077C	YBR077C	protein_coding	0	18	5	952	0	0	0	0	491	0	0	0	5	0	0	0	0	0	0	0	0	18	461
SLM5	YCR024C	YCR024C	protein_coding	0	144	56	715	0	0	0	0	369	0	0	0	56	0	0	0	0	0	0	0	0	144	346
SLM6	YBR266C	YBR266C	protein_coding	1	34	25	982	0	0	0	0	587	0	0	0	25	0	0	0	0	0	1	0	0	34	395
SLN1	YIL147C	YIL147C	protein_coding	0	339	98	610	0	0	0	0	274	0	0	0	98	0	0	0	0	0	0	0	0	339	336
SLO1	YER180C-A	YER180C-A	protein_coding	0	0	0	555	0	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0	0	0	157
SLP1	YOR154W	YOR154W	protein_coding	0	154	76	1110	0	0	0	0	495	0	0	0	76	0	0	0	0	0	0	0	0	154	615
SLS1	YLR139C	YLR139C	protein_coding	0	44	14	717	0	0	0	0	509	0	0	0	14	0	0	0	0	0	0	0	0	44	208
SLT2	YHR030C	YHR030C	protein_coding	0	130	23	994	1	0	0	0	554	0	0	0	22	0	0	0	0	0	0	0	0	130	440
SLU7	YDR088C	YDR088C	protein_coding	1	68	45	557	0	0	0	0	344	0	0	0	45	0	0	0	0	0	1	0	0	68	213
SLX1	YBR228W	YBR228W	protein_coding	0	88	42	901	0	0	0	0	387	0	0	0	42	0	0	0	0	0	0	0	0	88	514
SLX4	YLR135W	YLR135W	protein_coding	0	95	60	982	0	0	0	0	562	0	0	0	60	0	0	0	0	0	0	0	0	95	420
SLX5	YDL013W	YDL013W	protein_coding	0	188	95	614	0	0	0	0	254	0	0	0	95	0	0	0	0	0	0	0	0	188	360
SLX8	YER116C	YER116C	protein_coding	0	50	31	850	0	0	0	0	436	0	0	0	31	0	0	0	0	0	0	0	0	50	414
SLX9	YGR081C	YGR081C	protein_coding	0	23	4	687	0	0	0	0	257	0	0	0	4	0	0	0	0	0	0	0	0	23	430
SLY1	YDR189W	YDR189W	protein_coding	0	236	39	765	0	0	0	0	303	0	0	0	39	0	0	0	0	0	0	0	0	236	462
SLY41	YOR307C	YOR307C	protein_coding	1	139	68	537	0	0	0	0	380	0	0	0	68	0	0	0	0	0	1	0	0	139	157
SLZ1	YNL196C	YNL196C	protein_coding	0	35	40	776	0	0	0	0	453	0	0	0	40	0	0	0	0	0	0	0	0	35	323
SMA1	YPL027W	YPL027W	protein_coding	0	17	10	1079	0	0	0	0	433	0	0	0	10	0	0	0	0	0	0	0	0	17	646
SMA2	YML066C	YML066C	protein_coding	0	133	49	864	0	0	0	0	553	0	0	0	49	0	0	0	1	0	0	0	1	132	311
SMB1	YER029C	YER029C	protein_coding	1	31	18	689	0	0	0	0	256	0	0	0	18	0	0	0	0	0	1	0	0	31	433
SMC1	YFL008W	YFL008W	protein_coding	2	348	98	1022	0	0	0	0	674	0	0	0	98	0	0	0	0	0	2	0	0	348	348
SMC2	YFR031C	YFR031C	protein_coding	1	384	139	777	0	0	0	0	726	0	0	0	139	0	0	0	1	0	0	1	0	384	51
SMC3	YJL074C	YJL074C	protein_coding	0	370	69	770	0	0	0	0	290	0	0	0	69	0	0	0	0	0	0	0	0	370	480
